Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
19,18.0,11.0,5.0,14.0,16.0,19.0,1.0,20.0,9.0,6.0,4.0,12.0,2.0,7.0,13.0,17.0,10.0,3.0,8.0,15.0
20,18.0,11.0,5.0,14.0,16.0,19.0,1.0,20.0,9.0,6.0,4.0,13.0,2.0,7.0,12.0,17.0,10.0,3.0,8.0,15.0
21,18.0,11.0,5.0,14.0,16.0,19.0,1.0,20.0,9.0,6.0,4.0,13.0,2.0,7.0,12.0,17.0,10.0,3.0,8.0,15.0
22,19.0,11.0,5.0,14.0,16.0,18.0,1.0,20.0,8.0,6.0,4.0,13.0,2.0,7.0,12.0,17.0,9.0,3.0,10.0,15.0
23,19.0,10.0,5.0,14.0,16.0,18.0,1.0,20.0,8.0,6.0,4.0,12.0,2.0,7.0,11.0,15.0,9.0,3.0,17.0,13.0
24,18.0,10.0,5.0,14.0,19.0,17.0,1.0,20.0,8.0,6.0,4.0,12.0,2.0,7.0,11.0,15.0,9.0,3.0,16.0,13.0
25,19.0,10.0,5.0,14.0,18.0,17.0,1.0,20.0,8.0,7.0,4.0,12.0,2.0,6.0,11.0,15.0,9.0,3.0,16.0,13.0
26,19.0,10.0,5.0,14.0,17.0,18.0,1.0,20.0,8.0,7.0,4.0,12.0,2.0,6.0,11.0,15.0,9.0,3.0,16.0,13.0
27,20.0,10.0,5.0,14.0,17.0,18.0,1.0,19.0,8.0,7.0,4.0,12.0,2.0,6.0,11.0,15.0,9.0,3.0,16.0,13.0
28,19.0,9.0,4.0,13.0,15.0,18.0,,17.0,7.0,6.0,3.0,11.0,1.0,5.0,10.0,16.0,8.0,2.0,14.0,12.0
29,18.0,9.0,4.0,12.0,14.0,17.0,,15.0,7.0,6.0,2.0,11.0,1.0,5.0,10.0,16.0,8.0,3.0,13.0,
30,18.0,9.0,3.0,14.0,13.0,16.0,,17.0,7.0,6.0,2.0,11.0,1.0,5.0,10.0,15.0,8.0,4.0,12.0,
31,17.0,9.0,3.0,14.0,12.0,16.0,,18.0,7.0,6.0,2.0,10.0,1.0,5.0,11.0,15.0,8.0,4.0,13.0,
32,17.0,9.0,4.0,14.0,10.0,16.0,,18.0,7.0,6.0,1.0,11.0,2.0,5.0,13.0,15.0,8.0,3.0,12.0,
33,17.0,11.0,4.0,14.0,9.0,16.0,,18.0,6.0,5.0,1.0,13.0,2.0,7.0,12.0,15.0,8.0,3.0,10.0,
34,17.0,11.0,4.0,14.0,8.0,16.0,,18.0,6.0,5.0,1.0,13.0,2.0,7.0,12.0,15.0,10.0,3.0,9.0,
35,17.0,10.0,4.0,14.0,7.0,16.0,,18.0,9.0,5.0,1.0,13.0,2.0,6.0,12.0,15.0,11.0,3.0,8.0,
36,17.0,10.0,4.0,14.0,7.0,16.0,,18.0,9.0,6.0,1.0,13.0,2.0,5.0,12.0,15.0,11.0,3.0,8.0,
37,17.0,10.0,4.0,14.0,6.0,16.0,,18.0,9.0,7.0,1.0,13.0,3.0,5.0,12.0,15.0,11.0,2.0,8.0,
38,17.0,10.0,4.0,14.0,6.0,16.0,,18.0,9.0,7.0,1.0,13.0,3.0,5.0,12.0,15.0,11.0,2.0,8.0,
39,17.0,10.0,4.0,14.0,6.0,16.0,,18.0,9.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,11.0,1.0,8.0,
40,17.0,10.0,4.0,14.0,6.0,16.0,,18.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,11.0,1.0,9.0,
41,18.0,10.0,4.0,14.0,6.0,16.0,,17.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,11.0,1.0,9.0,
42,18.0,10.0,4.0,14.0,6.0,16.0,,17.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,11.0,1.0,9.0,
43,18.0,9.0,4.0,14.0,6.0,16.0,,17.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,10.0,1.0,11.0,
44,18.0,9.0,4.0,13.0,6.0,16.0,,17.0,8.0,7.0,2.0,12.0,3.0,5.0,11.0,15.0,10.0,1.0,14.0,
45,18.0,9.0,4.0,13.0,6.0,16.0,,17.0,8.0,7.0,2.0,12.0,3.0,5.0,11.0,15.0,10.0,1.0,14.0,
46,18.0,9.0,4.0,14.0,6.0,16.0,,17.0,8.0,7.0,1.0,12.0,3.0,5.0,11.0,15.0,10.0,2.0,13.0,
47,18.0,9.0,4.0,14.0,5.0,16.0,,17.0,8.0,6.0,1.0,12.0,3.0,7.0,11.0,15.0,10.0,2.0,13.0,
48,18.0,9.0,4.0,14.0,5.0,15.0,,16.0,8.0,7.0,1.0,12.0,3.0,6.0,11.0,17.0,10.0,2.0,13.0,
49,18.0,9.0,4.0,14.0,5.0,15.0,,16.0,8.0,7.0,1.0,13.0,3.0,6.0,11.0,17.0,10.0,2.0,12.0,
50,18.0,9.0,4.0,14.0,7.0,15.0,,16.0,8.0,6.0,2.0,13.0,3.0,5.0,11.0,17.0,10.0,1.0,12.0,
51,18.0,9.0,4.0,14.0,7.0,15.0,,16.0,8.0,6.0,2.0,13.0,3.0,5.0,11.0,17.0,10.0,1.0,12.0,
52,18.0,9.0,4.0,14.0,6.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,11.0,15.0,10.0,1.0,12.0,
53,18.0,8.0,3.0,14.0,6.0,17.0,,16.0,10.0,7.0,2.0,13.0,4.0,5.0,11.0,15.0,9.0,1.0,12.0,
54,18.0,7.0,4.0,14.0,6.0,17.0,,16.0,9.0,8.0,2.0,13.0,3.0,5.0,10.0,15.0,11.0,1.0,12.0,
55,18.0,10.0,4.0,14.0,6.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,9.0,15.0,11.0,1.0,12.0,
56,18.0,9.0,4.0,14.0,6.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,10.0,15.0,11.0,1.0,12.0,
57,18.0,9.0,4.0,14.0,6.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,11.0,15.0,10.0,1.0,12.0,
58,18.0,9.0,4.0,14.0,6.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,11.0,15.0,10.0,1.0,12.0,
59,18.0,9.0,6.0,14.0,5.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,4.0,11.0,15.0,10.0,1.0,12.0,
60,18.0,9.0,6.0,14.0,5.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,4.0,12.0,15.0,10.0,1.0,11.0,
61,18.0,9.0,6.0,14.0,4.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,10.0,1.0,11.0,
62,18.0,9.0,6.0,14.0,4.0,17.0,,16.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,10.0,1.0,11.0,
63,18.0,9.0,6.0,14.0,4.0,16.0,,17.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,10.0,1.0,11.0,
64,18.0,9.0,6.0,14.0,4.0,16.0,,17.0,8.0,7.0,2.0,13.0,3.0,5.0,12.0,15.0,10.0,1.0,11.0,
65,,9.0,6.0,14.0,4.0,,,,8.0,7.0,2.0,12.0,3.0,5.0,13.0,15.0,10.0,1.0,11.0,
66,,,6.0,,5.0,,,,8.0,7.0,2.0,,3.0,4.0,,,,1.0,,
